TotalDrinkUnitSales;TotalDrinkSales;TotalFoodSales;TotalFoodUnitSales;TotalNonConUnitSales;TotalNonConSales;customer_id;marital_status;yearly_income;gender;total_children;num_children_at_home;education;member_card;occupation;houseowner;num_cars_owned
7;13;143;62;30;61;9.236;S;$70K - $90K;M;0;0;Bachelors Degree;Bronze;Professional;N;1
7;13;151;65;10;17;9.237;S;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Management;N;3
18;20;344;164;52;129;9.238;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;Y;0
0;0;33;20;7;13;9.239;M;$90K - $110K;M;0;0;Partial High School;Bronze;Professional;Y;1
0;0;18;9;0;0;9.240;S;$30K - $50K;M;3;0;High School Degree;Bronze;Skilled Manual;Y;2
8;17;250;113;17;38;9.241;S;$10K - $30K;M;1;0;Bachelors Degree;Normal;Professional;Y;2
6;9;83;40;8;5;9.242;M;$30K - $50K;M;4;0;Bachelors Degree;Bronze;Professional;N;3
9;13;120;61;20;37;9.243;S;$30K - $50K;M;4;0;Partial College;Silver;Skilled Manual;Y;2
10;10;94;42;28;65;9.244;M;$10K - $30K;M;3;3;Partial High School;Normal;Skilled Manual;Y;1
0;0;90;39;16;42;9.245;M;$30K - $50K;M;4;1;High School Degree;Bronze;Skilled Manual;Y;1
0;0;0;0;0;0;9.246;S;$150K +;M;4;0;High School Degree;Silver;Management;Y;4
0;0;63;29;6;15;9.247;S;$30K - $50K;M;4;0;Partial College;Bronze;Manual;Y;2
3;7;104;48;22;43;9.248;S;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Professional;Y;2
36;80;631;272;75;182;9.249;M;$30K - $50K;F;2;1;High School Degree;Normal;Skilled Manual;N;1
0;0;0;0;0;0;9.250;M;$30K - $50K;F;2;0;High School Degree;Normal;Skilled Manual;Y;2
8;15;176;75;14;38;9.251;M;$90K - $110K;M;4;4;Partial High School;Bronze;Professional;Y;3
0;0;128;62;12;34;9.252;S;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Professional;Y;2
1;2;62;31;10;22;9.253;M;$90K - $110K;F;2;1;Graduate Degree;Silver;Management;Y;2
6;9;95;41;18;50;9.254;M;$50K - $70K;F;4;3;Bachelors Degree;Golden;Professional;Y;3
0;0;0;0;0;0;9.255;M;$130K - $150K;M;1;1;Partial High School;Golden;Professional;Y;2
24;35;314;151;29;50;9.256;M;$30K - $50K;F;3;3;High School Degree;Bronze;Manual;Y;3
3;9;73;25;7;12;9.257;S;$70K - $90K;M;3;0;Bachelors Degree;Bronze;Management;N;2
2;6;85;34;24;47;9.258;M;$130K - $150K;M;5;1;Partial High School;Normal;Professional;Y;2
2;4;14;5;5;14;9.259;M;$30K - $50K;M;4;1;Partial College;Silver;Management;N;2
0;0;0;0;0;0;9.260;M;$50K - $70K;F;3;2;Bachelors Degree;Bronze;Professional;N;2
0;0;83;34;13;36;9.261;M;$70K - $90K;M;2;0;Bachelors Degree;Golden;Professional;Y;1
30;49;580;271;73;142;9.262;M;$50K - $70K;M;3;2;Bachelors Degree;Silver;Management;Y;4
63;133;875;401;115;223;9.263;M;$30K - $50K;F;2;0;High School Degree;Bronze;Skilled Manual;Y;4
13;24;70;37;10;20;9.264;M;$90K - $110K;F;4;2;Bachelors Degree;Normal;Professional;N;4
0;0;0;0;0;0;9.265;M;$70K - $90K;F;2;0;Bachelors Degree;Bronze;Professional;Y;2
11;16;82;35;4;11;9.266;M;$10K - $30K;F;2;1;Partial High School;Normal;Skilled Manual;Y;1
0;0;0;0;0;0;9.267;M;$10K - $30K;M;3;2;High School Degree;Normal;Skilled Manual;Y;0
9;15;137;59;9;12;9.268;M;$10K - $30K;M;2;1;Partial High School;Normal;Manual;Y;1
10;30;104;53;20;43;9.269;M;$10K - $30K;F;2;2;Partial High School;Normal;Manual;Y;1
9;20;174;77;37;71;9.270;M;$10K - $30K;M;4;4;Partial High School;Normal;Skilled Manual;Y;1
18;34;361;165;29;78;9.271;M;$50K - $70K;M;5;3;Bachelors Degree;Normal;Management;Y;4
7;17;44;23;15;31;9.272;S;$30K - $50K;F;5;0;High School Degree;Bronze;Skilled Manual;N;2
0;0;39;17;0;0;9.273;M;$30K - $50K;M;4;4;High School Degree;Golden;Manual;Y;4
0;0;30;17;3;3;9.274;S;$150K +;F;5;0;Partial High School;Silver;Management;N;2
0;0;64;31;14;21;9.275;S;$10K - $30K;F;2;0;Partial High School;Normal;Skilled Manual;Y;0
6;12;215;97;21;52;9.276;S;$130K - $150K;F;4;0;Bachelors Degree;Bronze;Management;Y;1
0;0;6;2;0;0;9.277;M;$50K - $70K;M;3;2;Bachelors Degree;Golden;Professional;Y;2
4;7;13;5;5;9;9.278;S;$50K - $70K;F;3;0;Bachelors Degree;Bronze;Professional;Y;2
0;0;127;55;8;18;9.279;S;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Management;Y;3
8;16;42;22;3;6;9.280;S;$10K - $30K;F;1;0;Partial High School;Normal;Skilled Manual;N;1
7;13;82;49;0;0;9.281;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;Y;2
10;19;107;46;8;14;9.282;S;$70K - $90K;M;4;0;Bachelors Degree;Bronze;Professional;N;4
15;23;104;47;8;15;9.283;M;$30K - $50K;M;2;2;High School Degree;Bronze;Manual;N;3
0;0;0;0;0;0;9.284;M;$30K - $50K;F;5;2;High School Degree;Silver;Manual;Y;2
7;14;37;14;6;18;9.285;M;$70K - $90K;M;0;0;Bachelors Degree;Bronze;Professional;N;2
26;47;365;163;32;74;9.286;S;$10K - $30K;M;5;0;Partial High School;Golden;Skilled Manual;N;2
0;0;0;0;0;0;9.287;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Professional;Y;2
3;4;47;26;7;12;9.288;M;$70K - $90K;M;4;1;High School Degree;Bronze;Professional;Y;3
0;0;24;12;8;20;9.289;M;$90K - $110K;F;3;2;High School Degree;Bronze;Management;N;3
1;1;4;3;4;8;9.290;M;$10K - $30K;F;1;1;Partial High School;Normal;Manual;Y;1
4;10;23;8;0;0;9.291;S;$50K - $70K;M;3;0;Bachelors Degree;Bronze;Professional;N;2
8;23;229;94;27;64;9.292;M;$30K - $50K;M;5;5;Partial College;Golden;Skilled Manual;Y;3
3;7;37;23;14;27;9.293;M;$70K - $90K;F;1;0;High School Degree;Bronze;Professional;Y;3
6;13;50;28;2;7;9.294;S;$70K - $90K;M;0;0;High School Degree;Normal;Professional;N;4
0;0;0;0;0;0;9.295;S;$70K - $90K;M;2;0;High School Degree;Bronze;Professional;N;4
0;0;4;2;2;5;9.296;M;$70K - $90K;F;0;0;Bachelors Degree;Bronze;Professional;Y;2
14;37;241;118;52;97;9.297;M;$70K - $90K;F;1;0;High School Degree;Bronze;Professional;N;4
0;0;0;0;0;0;9.298;S;$30K - $50K;M;4;0;Partial College;Golden;Professional;Y;4
19;31;174;85;17;44;9.299;M;$50K - $70K;F;2;1;Bachelors Degree;Bronze;Professional;Y;2
14;32;207;99;25;54;9.300;S;$10K - $30K;M;3;0;Partial High School;Normal;Skilled Manual;Y;0
11;26;167;83;8;11;9.301;M;$30K - $50K;F;5;4;Partial College;Golden;Manual;Y;3
0;0;6;3;0;0;9.302;M;$130K - $150K;M;1;1;Partial High School;Bronze;Professional;Y;2
3;3;54;24;6;15;9.303;M;$30K - $50K;M;0;0;Partial High School;Silver;Manual;N;3
0;0;98;47;7;11;9.304;S;$10K - $30K;M;4;0;Partial High School;Normal;Manual;N;2
0;0;10;6;4;10;9.305;M;$10K - $30K;M;0;0;Partial High School;Normal;Skilled Manual;Y;1
5;5;166;78;25;46;9.306;M;$50K - $70K;M;4;4;Partial College;Bronze;Clerical;Y;3
3;7;189;92;36;74;9.307;M;$10K - $30K;M;3;1;Partial High School;Normal;Skilled Manual;Y;2
6;6;102;54;17;34;9.308;M;$30K - $50K;M;4;4;High School Degree;Silver;Manual;Y;3
25;48;287;144;59;126;9.309;M;$10K - $30K;M;4;3;Partial High School;Bronze;Skilled Manual;Y;1
9;13;79;42;5;15;9.310;M;$30K - $50K;M;0;0;High School Degree;Bronze;Skilled Manual;Y;4
9;27;239;118;28;47;9.311;S;$70K - $90K;F;3;0;Bachelors Degree;Bronze;Professional;N;3
2;7;18;8;0;0;9.312;S;$70K - $90K;M;1;0;Bachelors Degree;Bronze;Professional;N;3
10;23;87;44;14;22;9.313;M;$30K - $50K;M;4;4;Partial College;Bronze;Clerical;Y;3
6;10;38;22;8;20;9.314;M;$130K - $150K;F;1;0;High School Degree;Bronze;Professional;Y;4
6;21;65;27;4;13;9.315;M;$130K - $150K;F;3;2;Partial College;Bronze;Management;N;3
14;36;334;142;39;74;9.316;S;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Professional;N;1
2;1;107;48;17;38;9.317;S;$10K - $30K;F;5;0;Partial High School;Normal;Manual;Y;1
41;101;874;401;134;261;9.318;M;$110K - $130K;M;1;1;Bachelors Degree;Bronze;Professional;Y;4
8;15;124;60;26;41;9.319;M;$130K - $150K;F;4;1;Bachelors Degree;Bronze;Professional;N;2
0;0;0;0;0;0;9.320;S;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;Y;3
19;32;96;39;12;22;9.321;M;$10K - $30K;M;2;1;Partial High School;Normal;Manual;Y;0
4;9;21;11;9;18;9.322;M;$90K - $110K;F;4;1;High School Degree;Bronze;Professional;Y;4
0;0;43;24;6;5;9.323;M;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Management;Y;3
27;67;404;198;79;182;9.324;S;$110K - $130K;M;0;0;Bachelors Degree;Golden;Professional;Y;2
9;27;130;62;33;62;9.325;M;$130K - $150K;M;1;1;Graduate Degree;Bronze;Professional;Y;4
0;0;13;4;2;3;9.326;S;$10K - $30K;F;0;0;Partial High School;Normal;Skilled Manual;Y;2
25;46;383;189;101;217;9.327;M;$30K - $50K;M;5;3;Partial College;Bronze;Management;Y;3
7;15;106;50;6;8;9.328;S;$10K - $30K;M;1;0;Partial High School;Normal;Manual;Y;0
0;0;0;0;0;0;9.329;M;$150K +;M;1;0;High School Degree;Golden;Professional;Y;2
0;0;11;5;1;1;9.330;S;$30K - $50K;M;1;0;Partial College;Bronze;Skilled Manual;N;3
47;84;181;104;37;86;9.331;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;Y;1
0;0;125;64;10;25;9.332;S;$30K - $50K;F;1;0;Graduate Degree;Bronze;Professional;Y;3
0;0;0;0;0;0;9.333;S;$90K - $110K;F;2;0;High School Degree;Silver;Professional;Y;3
0;0;53;21;4;3;9.334;S;$10K - $30K;M;1;0;Partial High School;Silver;Manual;N;0
3;3;46;25;7;17;9.335;M;$30K - $50K;M;2;1;High School Degree;Bronze;Manual;Y;1
0;0;0;0;0;0;9.336;S;$10K - $30K;F;4;0;Partial High School;Normal;Manual;Y;1
6;7;137;55;24;53;9.337;S;$30K - $50K;M;4;0;High School Degree;Bronze;Manual;N;2
7;18;221;91;16;25;9.338;M;$10K - $30K;F;3;1;Partial High School;Golden;Skilled Manual;N;1
5;12;25;14;3;6;9.339;S;$10K - $30K;F;1;0;Partial High School;Normal;Skilled Manual;Y;0
3;4;71;35;22;53;9.340;S;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Professional;N;4
0;0;0;0;0;0;9.341;M;$30K - $50K;M;1;0;Partial College;Bronze;Clerical;Y;3
3;2;49;20;6;7;9.342;M;$50K - $70K;F;1;1;Bachelors Degree;Bronze;Management;Y;2
6;18;87;31;5;12;9.343;M;$130K - $150K;F;5;5;Partial College;Golden;Management;Y;3
0;0;0;0;0;0;9.344;M;$10K - $30K;F;0;0;Partial High School;Normal;Skilled Manual;Y;0
4;10;66;32;2;6;9.345;S;$50K - $70K;M;2;0;Bachelors Degree;Bronze;Professional;N;3
4;3;27;17;10;19;9.346;S;$10K - $30K;M;0;0;Partial High School;Normal;Skilled Manual;N;1
0;0;0;0;0;0;9.347;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;Y;2
22;51;188;94;16;42;9.348;M;$30K - $50K;F;4;4;High School Degree;Golden;Skilled Manual;Y;4
10;14;241;126;38;88;9.349;S;$10K - $30K;F;4;0;Partial High School;Normal;Skilled Manual;N;0
6;12;74;33;3;6;9.350;S;$110K - $130K;M;3;0;Bachelors Degree;Bronze;Professional;Y;4
0;0;20;14;5;9;9.351;S;$70K - $90K;F;4;0;Bachelors Degree;Normal;Professional;Y;3
0;0;73;32;10;21;9.352;S;$110K - $130K;M;2;0;Graduate Degree;Bronze;Professional;Y;2
6;18;145;65;20;40;9.353;S;$10K - $30K;F;2;0;Partial High School;Normal;Manual;N;0
0;0;32;16;0;0;9.354;M;$30K - $50K;F;4;2;High School Degree;Bronze;Manual;N;2
0;0;64;27;10;23;9.355;S;$90K - $110K;M;1;0;High School Degree;Bronze;Professional;Y;2
0;0;71;31;3;11;9.356;S;$10K - $30K;M;3;0;Partial High School;Normal;Manual;Y;1
9;19;130;66;17;44;9.357;M;$30K - $50K;F;0;0;Partial College;Bronze;Clerical;N;2
9;21;75;37;23;59;9.358;S;$30K - $50K;F;3;0;High School Degree;Bronze;Manual;Y;1
3;9;77;31;13;18;9.359;M;$70K - $90K;F;1;0;Graduate Degree;Golden;Professional;N;3
0;0;0;0;0;0;9.360;S;$30K - $50K;M;4;0;High School Degree;Bronze;Skilled Manual;Y;3
0;0;46;21;4;7;9.361;M;$50K - $70K;F;4;2;Bachelors Degree;Bronze;Professional;Y;2
13;27;69;32;7;16;9.362;M;$30K - $50K;M;3;2;High School Degree;Bronze;Manual;N;2
0;0;0;0;0;0;9.363;M;$50K - $70K;F;0;0;Bachelors Degree;Bronze;Professional;N;3
9;23;128;64;5;14;9.364;M;$30K - $50K;F;1;1;Partial College;Bronze;Professional;Y;1
0;0;0;0;0;0;9.365;M;$90K - $110K;M;2;2;High School Degree;Bronze;Professional;Y;3
11;26;280;142;20;44;9.366;M;$110K - $130K;M;0;0;High School Degree;Bronze;Professional;Y;3
0;0;0;0;0;0;9.367;S;$10K - $30K;M;4;0;Partial High School;Normal;Manual;Y;0
20;47;156;78;15;23;9.368;M;$30K - $50K;F;3;1;High School Degree;Bronze;Skilled Manual;Y;3
4;8;203;95;14;27;9.369;M;$10K - $30K;M;5;5;Partial High School;Normal;Skilled Manual;Y;1
4;11;77;33;10;16;9.370;S;$90K - $110K;F;2;0;High School Degree;Bronze;Professional;Y;3
0;0;0;0;0;0;9.371;M;$70K - $90K;M;2;1;Bachelors Degree;Bronze;Professional;Y;3
0;0;0;0;0;0;9.372;S;$10K - $30K;F;3;0;Partial High School;Normal;Skilled Manual;N;2
10;18;86;40;9;19;9.373;S;$10K - $30K;M;3;0;Partial High School;Normal;Skilled Manual;Y;0
20;27;108;54;8;21;9.374;M;$70K - $90K;M;5;5;High School Degree;Bronze;Management;Y;4
3;4;0;0;2;2;9.375;M;$30K - $50K;F;1;0;High School Degree;Bronze;Skilled Manual;N;2
0;0;59;20;5;10;9.376;S;$70K - $90K;M;3;0;Bachelors Degree;Bronze;Professional;N;3
0;0;44;17;6;14;9.377;S;$10K - $30K;F;2;0;Partial High School;Normal;Skilled Manual;N;1
2;1;24;12;5;12;9.378;S;$50K - $70K;M;4;0;Partial College;Bronze;Clerical;Y;3
0;0;94;47;15;30;9.379;S;$130K - $150K;M;1;0;High School Degree;Normal;Professional;Y;2
0;0;85;44;13;22;9.380;S;$70K - $90K;M;1;0;Bachelors Degree;Bronze;Management;Y;2
12;30;87;40;17;40;9.381;M;$110K - $130K;M;3;0;Graduate Degree;Bronze;Management;Y;3
0;0;0;0;0;0;9.382;M;$10K - $30K;F;4;1;Partial High School;Normal;Skilled Manual;N;0
21;42;259;123;26;53;9.383;S;$110K - $130K;F;4;0;High School Degree;Bronze;Management;Y;2
0;0;21;8;7;13;9.384;M;$30K - $50K;M;1;1;High School Degree;Bronze;Skilled Manual;Y;3
2;5;39;19;5;12;9.385;M;$10K - $30K;M;2;1;Partial High School;Normal;Skilled Manual;Y;1
0;0;84;42;6;8;9.386;M;$50K - $70K;F;3;3;Bachelors Degree;Golden;Professional;Y;3
14;18;125;53;8;13;9.387;M;$30K - $50K;F;2;2;Partial College;Normal;Professional;Y;2
0;0;33;15;10;27;9.388;S;$10K - $30K;M;1;0;Partial High School;Normal;Skilled Manual;N;0
0;0;0;0;0;0;9.389;M;$130K - $150K;M;5;2;Partial High School;Bronze;Management;N;3
18;56;116;54;13;33;9.390;M;$70K - $90K;M;1;0;Bachelors Degree;Bronze;Management;Y;2
22;41;259;126;43;97;9.391;S;$70K - $90K;F;1;0;Bachelors Degree;Golden;Management;Y;2
0;0;0;0;0;0;9.392;M;$10K - $30K;M;1;0;Partial High School;Normal;Manual;Y;1
7;11;21;11;4;7;9.393;S;$130K - $150K;M;4;0;Graduate Degree;Bronze;Professional;Y;3
11;26;229;90;2;5;9.394;S;$70K - $90K;F;4;0;Bachelors Degree;Bronze;Professional;Y;4
11;28;118;60;31;70;9.395;S;$30K - $50K;F;5;0;High School Degree;Silver;Manual;N;2
22;45;228;90;25;47;9.396;S;$50K - $70K;F;2;0;Bachelors Degree;Bronze;Management;Y;3
8;24;140;75;27;43;9.397;M;$30K - $50K;M;5;4;High School Degree;Golden;Skilled Manual;Y;3
19;26;355;157;67;143;9.398;M;$10K - $30K;M;4;0;Partial High School;Normal;Skilled Manual;Y;1
9;24;94;45;4;10;9.399;S;$90K - $110K;F;0;0;High School Degree;Golden;Professional;Y;4
0;0;0;0;0;0;9.400;M;$130K - $150K;M;2;1;Partial High School;Bronze;Professional;Y;3
9;20;272;147;43;84;9.401;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Management;N;3
18;41;149;75;28;73;9.402;M;$50K - $70K;F;3;2;Bachelors Degree;Bronze;Management;Y;2
3;4;81;32;0;0;9.403;M;$30K - $50K;M;0;0;High School Degree;Silver;Skilled Manual;N;2
14;23;110;55;23;40;9.404;S;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Professional;N;3
11;23;44;19;9;19;9.405;S;$10K - $30K;M;2;0;Partial High School;Normal;Manual;N;0
0;0;107;41;12;27;9.406;S;$90K - $110K;F;1;0;High School Degree;Bronze;Professional;N;2
3;2;26;11;2;2;9.407;S;$30K - $50K;F;4;0;High School Degree;Bronze;Skilled Manual;Y;2
0;0;0;0;0;0;9.408;S;$30K - $50K;F;4;0;Partial College;Bronze;Clerical;Y;3
0;0;38;18;12;35;9.409;M;$10K - $30K;M;1;1;Partial High School;Normal;Manual;Y;1
0;0;0;0;0;0;9.410;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;N;2
0;0;0;0;0;0;9.411;S;$10K - $30K;F;4;0;Partial High School;Normal;Manual;N;1
4;9;71;35;9;19;9.412;S;$70K - $90K;M;3;0;High School Degree;Bronze;Management;N;2
0;0;37;26;3;5;9.413;M;$70K - $90K;F;2;2;Bachelors Degree;Silver;Professional;Y;4
7;12;110;55;22;62;9.414;M;$50K - $70K;F;2;1;High School Degree;Bronze;Manual;Y;3
18;53;88;43;21;39;9.415;M;$110K - $130K;F;1;1;High School Degree;Silver;Professional;Y;1
0;0;18;8;2;4;9.416;M;$30K - $50K;F;1;1;Partial College;Silver;Skilled Manual;Y;3
10;23;127;56;14;28;9.417;S;$30K - $50K;M;5;0;High School Degree;Bronze;Manual;Y;3
7;21;43;16;2;1;9.418;M;$70K - $90K;M;3;3;Bachelors Degree;Golden;Professional;Y;2
7;25;101;55;16;46;9.419;S;$50K - $70K;M;0;0;Bachelors Degree;Normal;Professional;Y;2
35;79;345;150;27;63;9.420;M;$10K - $30K;F;1;1;Bachelors Degree;Normal;Professional;Y;2
8;13;63;28;6;14;9.421;S;$30K - $50K;M;3;0;High School Degree;Golden;Skilled Manual;N;3
19;30;116;54;48;116;9.422;M;$30K - $50K;F;4;4;High School Degree;Golden;Manual;Y;3
0;0;0;0;0;0;9.423;S;$30K - $50K;F;5;0;Partial College;Silver;Management;N;3
0;0;0;0;0;0;9.424;S;$30K - $50K;F;5;0;High School Degree;Bronze;Manual;N;1
10;23;221;104;28;76;9.425;M;$10K - $30K;F;5;5;Partial High School;Normal;Skilled Manual;Y;1
6;8;69;37;11;23;9.426;S;$10K - $30K;M;3;0;Partial High School;Normal;Skilled Manual;N;2
11;18;87;39;10;26;9.427;M;$30K - $50K;F;0;0;High School Degree;Bronze;Skilled Manual;Y;1
0;0;12;5;0;0;9.428;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;Y;0
0;0;0;0;0;0;9.429;M;$110K - $130K;M;0;0;Partial High School;Bronze;Management;N;3
0;0;2;1;2;6;9.430;M;$10K - $30K;F;3;3;Partial High School;Normal;Manual;Y;0
4;4;116;50;11;20;9.431;S;$30K - $50K;F;4;0;Partial College;Bronze;Management;Y;2
10;14;204;97;22;57;9.432;S;$50K - $70K;F;1;0;Bachelors Degree;Bronze;Professional;N;3
6;8;98;58;0;0;9.433;S;$30K - $50K;F;4;0;High School Degree;Bronze;Manual;N;3
4;7;46;21;9;15;9.434;S;$50K - $70K;F;1;0;Partial College;Golden;Skilled Manual;Y;2
6;4;103;48;4;15;9.435;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;Y;0
0;0;0;0;0;0;9.436;M;$10K - $30K;F;1;1;Partial High School;Normal;Manual;Y;2
2;3;85;38;10;14;9.437;M;$10K - $30K;F;1;0;Partial High School;Normal;Skilled Manual;Y;0
4;7;180;75;14;34;9.438;M;$50K - $70K;F;4;4;Bachelors Degree;Golden;Professional;Y;3
9;18;69;31;5;8;9.439;M;$10K - $30K;M;0;0;Partial High School;Normal;Skilled Manual;Y;0
5;15;66;32;12;20;9.440;S;$50K - $70K;F;2;0;Bachelors Degree;Golden;Professional;Y;2
1;2;21;11;2;5;9.441;M;$70K - $90K;F;1;1;Bachelors Degree;Golden;Management;Y;1
1;3;10;6;0;0;9.442;S;$30K - $50K;M;3;0;High School Degree;Bronze;Manual;N;1
10;16;316;164;61;144;9.443;S;$10K - $30K;M;4;0;Partial High School;Normal;Manual;Y;2
0;0;67;26;20;44;9.444;S;$10K - $30K;M;5;0;Partial High School;Normal;Manual;Y;0
0;0;0;0;0;0;9.445;S;$50K - $70K;M;2;0;Bachelors Degree;Bronze;Professional;N;2
3;8;36;20;10;18;9.446;S;$10K - $30K;M;3;0;Partial High School;Normal;Manual;N;0
2;4;218;97;23;55;9.447;S;$50K - $70K;M;1;0;Partial College;Bronze;Skilled Manual;N;1
6;6;233;104;21;56;9.448;M;$110K - $130K;F;3;3;High School Degree;Golden;Professional;Y;3
18;47;128;59;16;26;9.449;S;$10K - $30K;M;2;0;Partial High School;Normal;Skilled Manual;Y;0
18;34;353;167;59;141;9.450;S;$90K - $110K;F;2;0;Graduate Degree;Bronze;Professional;Y;3
0;0;114;54;33;75;9.451;M;$30K - $50K;F;1;1;High School Degree;Bronze;Skilled Manual;Y;3
0;0;78;33;11;19;9.452;M;$30K - $50K;M;0;0;High School Degree;Bronze;Manual;Y;4
4;11;63;27;6;13;9.453;M;$50K - $70K;F;4;4;Bachelors Degree;Golden;Management;Y;4
0;0;0;0;0;0;9.454;S;$30K - $50K;F;0;0;Bachelors Degree;Bronze;Management;N;2
4;9;39;18;0;0;9.455;M;$30K - $50K;M;5;0;High School Degree;Bronze;Skilled Manual;Y;2
10;22;404;185;45;93;9.456;S;$10K - $30K;M;1;0;Partial High School;Normal;Manual;N;1
2;2;25;10;7;13;9.457;M;$150K +;M;3;2;Partial High School;Golden;Management;Y;1
0;0;0;0;0;0;9.458;S;$70K - $90K;F;3;0;Bachelors Degree;Bronze;Professional;N;3
21;29;229;107;40;102;9.459;S;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Management;Y;3
3;7;111;51;18;24;9.460;M;$130K - $150K;M;1;1;Partial High School;Golden;Management;Y;2
26;46;242;113;21;33;9.461;S;$10K - $30K;M;4;0;High School Degree;Normal;Manual;N;2
5;8;255;124;19;43;9.462;M;$30K - $50K;M;3;3;High School Degree;Golden;Manual;N;4
4;11;39;16;3;4;9.463;M;$90K - $110K;F;4;1;High School Degree;Bronze;Professional;N;2
4;3;69;36;16;19;9.464;S;$150K +;F;5;0;Partial College;Silver;Management;Y;2
0;0;0;0;0;0;9.465;S;$150K +;F;4;0;Partial High School;Silver;Professional;N;3
3;10;18;8;5;14;9.466;M;$110K - $130K;F;5;5;Bachelors Degree;Golden;Management;Y;3
12;23;115;54;21;53;9.467;S;$90K - $110K;M;4;0;High School Degree;Bronze;Professional;Y;2
0;0;43;27;4;7;9.468;S;$50K - $70K;M;2;0;Partial College;Bronze;Clerical;N;3
21;35;213;118;33;58;9.469;S;$10K - $30K;F;1;0;Partial High School;Bronze;Skilled Manual;Y;1
0;0;53;23;10;28;9.470;S;$110K - $130K;F;0;0;Bachelors Degree;Bronze;Management;N;3
9;21;126;59;10;14;9.471;M;$10K - $30K;F;3;3;Partial High School;Normal;Manual;Y;1
0;0;16;5;3;4;9.472;S;$30K - $50K;F;3;0;Partial High School;Silver;Manual;Y;2
2;6;132;50;13;37;9.473;M;$30K - $50K;F;5;3;High School Degree;Normal;Manual;Y;2
2;1;50;21;7;20;9.474;S;$50K - $70K;F;4;0;Bachelors Degree;Bronze;Management;N;4
0;0;24;12;11;8;9.475;M;$70K - $90K;M;4;4;Bachelors Degree;Golden;Professional;N;2
0;0;109;57;10;28;9.476;S;$10K - $30K;F;1;0;Partial High School;Normal;Manual;Y;0
7;8;77;43;9;16;9.477;S;$50K - $70K;M;0;0;Bachelors Degree;Bronze;Professional;Y;3
1;2;7;4;1;3;9.478;M;$90K - $110K;M;5;5;Partial High School;Bronze;Professional;N;4
3;5;29;15;12;30;9.479;M;$110K - $130K;M;4;2;Graduate Degree;Bronze;Professional;Y;2
23;47;641;277;111;214;9.480;M;$30K - $50K;M;4;3;High School Degree;Golden;Manual;Y;3
0;0;107;50;20;42;9.481;S;$30K - $50K;F;2;0;Partial High School;Bronze;Manual;N;3
7;18;42;21;6;12;9.482;M;$110K - $130K;F;1;1;High School Degree;Bronze;Professional;Y;2
4;5;49;28;14;34;9.483;S;$70K - $90K;F;2;0;High School Degree;Bronze;Professional;N;3
18;32;276;134;42;90;9.484;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Professional;N;3
7;18;28;13;18;45;9.485;M;$70K - $90K;M;4;4;Bachelors Degree;Golden;Management;Y;4
3;9;74;42;0;0;9.486;S;$30K - $50K;F;2;0;Partial High School;Bronze;Manual;N;2
35;89;366;174;31;70;9.487;M;$130K - $150K;M;3;0;High School Degree;Normal;Professional;Y;3
11;13;212;98;25;48;9.488;M;$50K - $70K;F;2;2;Bachelors Degree;Bronze;Management;Y;3
0;0;0;0;0;0;9.489;S;$10K - $30K;M;3;0;Partial High School;Normal;Skilled Manual;Y;1
0;0;0;0;0;0;9.490;S;$130K - $150K;F;0;0;Partial High School;Bronze;Professional;N;3
32;71;401;187;42;95;9.491;M;$10K - $30K;M;4;2;Partial High School;Normal;Skilled Manual;Y;2
9;24;160;69;14;33;9.492;M;$150K +;M;5;3;High School Degree;Golden;Professional;Y;3
0;0;0;0;0;0;9.493;S;$10K - $30K;F;4;0;Partial High School;Normal;Manual;N;0
8;18;167;68;19;40;9.494;M;$150K +;M;2;2;High School Degree;Golden;Professional;Y;3
4;10;210;98;28;58;9.495;S;$70K - $90K;M;0;0;Graduate Degree;Bronze;Professional;Y;3
0;0;0;0;0;0;9.496;S;$50K - $70K;M;4;0;Bachelors Degree;Bronze;Management;N;2
0;0;51;21;8;15;9.497;M;$90K - $110K;M;2;2;Graduate Degree;Bronze;Management;Y;2
22;45;306;132;30;77;9.498;S;$70K - $90K;M;4;0;Graduate Degree;Golden;Professional;N;2
